etiqueta,mensaje,,,
spam,BBVA: Detectamos un acceso no autorizado. Verifica tu cuenta: bit.ly/bbva-mx
spam,Ganaste un premio de $10000 pesos. Llama al 800-555-0199 para reclamar
spam,IMSS: Su cita medica esta programada. Confirme en: imss-citas.com
spam,Banorte: Su tarjeta fue bloqueada por seguridad. Ingrese aqui: bit.ly/bnrt
spam,Felicidades! Eres el ganador del sorteo Telcel. Responde SI para continuar
spam,SAT: Tiene un reembolso pendiente de $3420. Ingresa tus datos en: sat-mx.com
spam,Su paquete no pudo ser entregado. Reprograme en: correosmx.net/entrega
spam,STARBUCKS: Tienes 500 puntos por vencer. Canjealos: strbcks.com/mx
spam,Verificacion requerida: su cuenta Mercado Pago fue suspendida. Ingrese: bit.ly/mp-mx
spam,TELMEX: Su servicio sera suspendido. Pague ahora: telmex-pagos.com
spam,CFE: Tiene un adeudo pendiente. Evite el corte: cfe-pagos.net/verificar
spam,Netflix: Su suscripcion expiro. Actualice su pago: bit.ly/netflix-mx
spam,Hola! Soy del INFONAVIT. Tienes credito aprobado. Llama ya: 800-555-0177
spam,Amazon: Su pedido fue retenido en aduana. Pague $350 para liberarlo: amzn-mx.com
spam,BBVA: Su token expiro. Reactívelo ahora o perdera acceso: bit.ly/token-bbva
spam,Urgente: su numero sera dado de baja. Confirme identidad: telcel-mx.net
spam,Ganador! Su numero fue seleccionado. Reclame $50000 en: premios-mx.com
spam,HSBC: Movimiento sospechoso en su cuenta. Verifique: hsbc-seguro.com
spam,Scotiabank: Limite de credito aumentado. Active beneficio: bit.ly/scotia-mx
spam,OXXO Pay: Tiene un reembolso de $780. Reclame en: oxxo-reembolsos.com
spam,Su cuenta de WhatsApp sera suspendida. Verifique: bit.ly/wa-verificar
spam,Gobierno CDMX: Multa vehicular pendiente. Pague antes del viernes: cdmx-multas.com
spam,Infonavit: Su fondo de ahorro esta listo. Retirelo en: infonavit-retiro.net
spam,Soriana: Gano una tarjeta de regalo de $2000. Reclame: soriana-premios.com
spam,Coppel: Su credito fue aprobado. Active su tarjeta: coppel-activa.com
spam,Liverpool: Tiene puntos acumulados por vencer. Canjee: liverpool-puntos.mx
spam,Cinepolis: Gano 4 boletos gratis. Reclame antes de 24hrs: cinepolis-premios.com
spam,Su numero participo en rifa IMSS. Gano $15000. Confirme datos: bit.ly/imss-rifa
spam,Bancomer: Detectamos compra no reconocida de $4500. Cancele: bit.ly/bancomer
spam,Alerta SAT: Declaracion anual pendiente con multa. Regularice: sat-declaracion.com
ham,Hola como estas?
ham,Mañana es la junta a las 10am en la sala 3
ham,Tu codigo de verificacion de WhatsApp es 847291
ham,Ma ya llegue a casa cualquier cosa me marcas
ham,Recordatorio cita dental el jueves 20 a las 4pm
ham,Tu pedido 38291 ha sido enviado. Llega en 3-5 dias habiles
ham,Ya viste el partido? Estuvo increible
ham,Comprobante de pago OXXO $350 recibidos correctamente
ham,Pasas por mi al rato o como le hacemos
ham,El doctor dijo que todo esta bien no te preocupes
ham,Junta cancelada para hoy la reagendamos para el lunes
ham,Oye se me olvido decirte que el miercoles no voy a poder
ham,Tu reservacion en el restaurante esta confirmada para las 8pm
ham,Gracias por tu compra en Farmacias del Ahorro ticket 00234
ham,El profe dijo que el examen es el martes no el miercoles
ham,Ya subi las fotos al grupo de WhatsApp checalas
ham,Nos vemos en la tarde en el mismo lugar de siempre
ham,La tarea es del capitulo 3 al 5 para el viernes
ham,Oye ya llegaron los de mudanzas avisame cuando puedas
ham,Tu cita en el IMSS es el lunes 14 a las 9am en modulo 4
ham,Banco Azteca: Su prestamo personal fue depositado exitosamente
ham,Claro: Su recarga de $100 fue aplicada correctamente
ham,Telcel: Su paquete de datos de 5GB fue activado con exito
ham,Ya pague la renta te mando el comprobante por WhatsApp
ham,El vuelo sale a las 6am no olvides llegar 2 horas antes
ham,Confirma tu asistencia a la boda antes del 30 de noviembre
ham,Mañana no hay clases por el dia del maestro
ham,Tu solicitud de beca fue aprobada pasa a recoger documentos
ham,El gas ya llego te dejo el recibo en la mesa
ham,Aviso vecinos: mantenimiento de elevador el sabado de 9 a 12
spam,Recupera tu cuenta bancaria bloqueada: bit.ly/recupera-cuenta
spam,IMSS informa: tienes una incapacidad pendiente de cobro. Ingresa: imss-cobro.com
spam,Aviso Banorte: se ha realizado un cargo de $8500. Cancelalo: bit.ly/banorte-cargo
spam,Has sido seleccionado para recibir apoyo gobierno $4500. Registrate: apoyos-mx.com
